,Unnamed: 0,Genre,Track Name,Track ID,Preview_link
494,94,heavy-metal,Rainbow in the Dark,1sRNnxZZDt6rPyvSbCw5im,https://p.scdn.co/mp3-preview/1bd273146ba8849516a40b02a6b8a906c3526ede?cid=577c3414ccf54576a289735f10e3ee13
495,95,heavy-metal,Heavy Metal Never Dies,4mJmi9z3o1B6k2vry39Ufh,https://p.scdn.co/mp3-preview/2bba811a99ff778641fb0199d2de2420717ee7c5?cid=577c3414ccf54576a289735f10e3ee13
496,96,heavy-metal,Spirit Never Die,6NckTLOMeZFE9sqx4EyisQ,https://p.scdn.co/mp3-preview/0ee10bd596fc93cc248e248c29f7be4dc863685c?cid=577c3414ccf54576a289735f10e3ee13
497,97,heavy-metal,Redneck,04EtBLFIxbcVt9NdYgcrpF,https://p.scdn.co/mp3-preview/8ce998560aef27d2de091d1d5dff0223baa43665?cid=577c3414ccf54576a289735f10e3ee13
502,2,heavy-metal,Holy Diver,57fqmDaokbxZ3TaB0jp39q,https://p.scdn.co/mp3-preview/2b39f877d26df99740e2fd49b29e41d9001d29c1?cid=577c3414ccf54576a289735f10e3ee13
509,9,heavy-metal,Blow Your Trumpets Gabriel,4JynkH6Oa9cJ0zUTzYA2UP,https://p.scdn.co/mp3-preview/9310c3435c36f3bf1398dc4a2594e37b10cdb4ce?cid=577c3414ccf54576a289735f10e3ee13
510,10,heavy-metal,Symbolic,0dpFb4qv92TE9R00Lq4SAW,https://p.scdn.co/mp3-preview/11a7a4538f16e16c84c39f20e5817ae03226b71c?cid=577c3414ccf54576a289735f10e3ee13
514,14,heavy-metal,Take My Bones Away,1yibGVA3FlGySYObOkMdzc,https://p.scdn.co/mp3-preview/bace11d239911175003eab279570772504f6d4c7?cid=577c3414ccf54576a289735f10e3ee13
516,16,heavy-metal,Cemetery Gates,4vJr55lngvhSM8WIh9CjQc,https://p.scdn.co/mp3-preview/537befd951a290a8c4fc28e5503c6b76d2d01d7a?cid=577c3414ccf54576a289735f10e3ee13
522,22,heavy-metal,Unleash,5k9VszXh7SBvRuDr8D7YCq,https://p.scdn.co/mp3-preview/5518a753dd4b4bcdfecedb2cb2a479d9c7e97aad?cid=577c3414ccf54576a289735f10e3ee13
530,30,heavy-metal,My Curse,6zKF4293k44ItKWJJgrhXv,https://p.scdn.co/mp3-preview/591da0da6fe74da8c2b774dd2670e94b1361d5da?cid=577c3414ccf54576a289735f10e3ee13
531,31,heavy-metal,Crystal Mountain,0ItAcLSkUiePOmFGun3cSe,https://p.scdn.co/mp3-preview/6fdca6a1783e750afd9208092810147362b7e8f8?cid=577c3414ccf54576a289735f10e3ee13
532,32,heavy-metal,Electric Crown,5gnjaZqOaqE5GZKjby8KoT,https://p.scdn.co/mp3-preview/6962417f84cf9324685b8d688893fc82fcfd43db?cid=577c3414ccf54576a289735f10e3ee13
533,33,heavy-metal,The Game,2xr8xGBmeXy8H2eWEpxfP7,https://p.scdn.co/mp3-preview/472c3335f2d64b65a2058327e5aaf7c28e0dda59?cid=577c3414ccf54576a289735f10e3ee13
536,36,heavy-metal,Axe of Judgement,6c1hKkBNxNOL7Nv8kINyas,https://p.scdn.co/mp3-preview/a32e64d603ff9a07271444efd52ece5ebf4d7568?cid=577c3414ccf54576a289735f10e3ee13
545,45,heavy-metal,Darkness Within,0bHYX16vAFaFhtEqKhCeqg,https://p.scdn.co/mp3-preview/841db4dcc263cb8014888f3523b72e56b7c0781d?cid=577c3414ccf54576a289735f10e3ee13
547,47,heavy-metal,Painkiller,0L7zm6afBEtrNKo6C6Gj08,https://p.scdn.co/mp3-preview/e42a4de803594215aa4d244895f8d2abb1367697?cid=577c3414ccf54576a289735f10e3ee13
549,49,heavy-metal,Cafo,1ZfnGTUnha3QHj3KFmub0W,https://p.scdn.co/mp3-preview/93b6dd0822831b53c031a90a47a36b90876cd8a0?cid=577c3414ccf54576a289735f10e3ee13
551,51,heavy-metal,Divergency,0gAV3a4d7PPkXo1E9KLmxF,https://p.scdn.co/mp3-preview/34279a2297c2dafab797a4779cc436e1a1515ef9?cid=577c3414ccf54576a289735f10e3ee13
553,53,heavy-metal,Lift Me Up (feat. Rob Halford of Judas Priest),1LHZMWefF9502NPfArRfvP,https://p.scdn.co/mp3-preview/be310aa769bd7221b89d801f8ca55778ac338215?cid=577c3414ccf54576a289735f10e3ee13
556,56,heavy-metal,The Axe,25I6CiICRyGB0K7E9c7Ho0,https://p.scdn.co/mp3-preview/530bb179a53b76d96e29362482c74b68cf275c39?cid=577c3414ccf54576a289735f10e3ee13
558,58,heavy-metal,Sanctified with Dynamite,2ZUUturolW3VpzXWzPEy2X,https://p.scdn.co/mp3-preview/7d18f31e49a4d46e94c5d6e79d0f218a657d285d?cid=577c3414ccf54576a289735f10e3ee13
561,61,heavy-metal,Mouth for War,6rkeaQRCWZxwkjhyqgxjXi,https://p.scdn.co/mp3-preview/cb8116effd9beb66f7cb4a90ada6d944f5d8d055?cid=577c3414ccf54576a289735f10e3ee13
562,62,heavy-metal,Bark at the Moon,2E7W1X4maFFcjHrVrFA7Vs,https://p.scdn.co/mp3-preview/428cbc8109df061b2b6dc9ed65ba4dd2888d8116?cid=577c3414ccf54576a289735f10e3ee13
564,64,heavy-metal,Cusp of Eternity,4pmqtt1M0hGwdyJocXyV1a,https://p.scdn.co/mp3-preview/08ec389135798a120cdd922387131c360f4dc4fa?cid=577c3414ccf54576a289735f10e3ee13
566,66,heavy-metal,The Gift of Guilt,1mjC68qU0Q9HlCIZHZAEko,https://p.scdn.co/mp3-preview/73d92c6504b3de2a6745b7238862719e38939596?cid=577c3414ccf54576a289735f10e3ee13
573,73,heavy-metal,High Road,4coYVm83MTdcEKlWcbU4Zh,https://p.scdn.co/mp3-preview/d2a21f1b6cae60d77bc3506d3801a433335e1b04?cid=577c3414ccf54576a289735f10e3ee13
577,77,heavy-metal,The Saw Is the Law,6rLEeo9rNT87t2xHry8xUl,https://p.scdn.co/mp3-preview/a11504439475945988c866a5c4de921397c1f0f9?cid=577c3414ccf54576a289735f10e3ee13
580,80,heavy-metal,Roots Bloody Roots,2cRxrrGrcSCMtfdAHHOhFk,https://p.scdn.co/mp3-preview/a3b7397847ad377bbf0614d33790a28cefc3ca2a?cid=577c3414ccf54576a289735f10e3ee13
583,83,heavy-metal,Elizabeth,5aFBJJDEPNFrZVCPUqeDe9,https://p.scdn.co/mp3-preview/0921987ec1339ad5a79dc58d2669dbb2613a13b9?cid=577c3414ccf54576a289735f10e3ee13
586,86,heavy-metal,We Shall Destroy,6UGUrm13qzlMGj69gJP4nj,https://p.scdn.co/mp3-preview/aad9b0ce5cf66e5997ec8bbeaa6e0f73eb7245a4?cid=577c3414ccf54576a289735f10e3ee13
590,90,heavy-metal,Cowboys from Hell,2SgbR6ttzoNlCRGQOKjrop,https://p.scdn.co/mp3-preview/3c390eff507ec1287a1dae98e32787d652f52de5?cid=577c3414ccf54576a289735f10e3ee13
592,92,heavy-metal,L'enfant sauvage,4PWxt9Fy949kUtkEi2GI5V,https://p.scdn.co/mp3-preview/efd73e0824589006603e9f7a10cf00e84803ea06?cid=577c3414ccf54576a289735f10e3ee13
597,97,heavy-metal,Wait and Bleed,2gscB6kDOmrv1P6qs2KXE3,https://p.scdn.co/mp3-preview/7c1a811854a00fa916aee06ab0b56ef9901723a4?cid=577c3414ccf54576a289735f10e3ee13
602,2,heavy-metal,I Could Care Less,7sI7rhcEbNyI78SsNMO2A8,https://p.scdn.co/mp3-preview/6a66e0ddd3c6bcc94e5f62a4c20dc253726a77b9?cid=577c3414ccf54576a289735f10e3ee13
603,3,heavy-metal,Carrion,0xfWKcNu13xxXQ2GT0P09M,https://p.scdn.co/mp3-preview/d27edbfabd53cf5c0118dd49345f0c83324d2609?cid=577c3414ccf54576a289735f10e3ee13
605,5,heavy-metal,Wasted Years - 1998 Remaster,0ozNndH4mWI1bbcX0jT1X1,https://p.scdn.co/mp3-preview/3b9425bb461c82c1112c8640ef1a3a11cee1d246?cid=577c3414ccf54576a289735f10e3ee13
609,9,heavy-metal,Born in Winter,1rDzUqMRA9VdGCIwzgfeh9,https://p.scdn.co/mp3-preview/8dcb4515c5c3042479fdfd05bbfd0e842619e896?cid=577c3414ccf54576a289735f10e3ee13
610,10,heavy-metal,The Enemy Inside,1ZR4QAYsiO9zPsGaMPW2OI,https://p.scdn.co/mp3-preview/bd9c05d1f78ea6182ada96ffb99bbe60440b5279?cid=577c3414ccf54576a289735f10e3ee13
611,11,heavy-metal,The Motherload,6EF0xhfKtQNqUPz2mnE5BD,https://p.scdn.co/mp3-preview/e6a773ed1840f43a38d1b754365dd4b6c8d4f368?cid=577c3414ccf54576a289735f10e3ee13
612,12,heavy-metal,Sleepwalker,2XZP7EIjlD75VwYcHNePYj,https://p.scdn.co/mp3-preview/6481650a2413e8276a8808cf1ef26f820f0cd79b?cid=577c3414ccf54576a289735f10e3ee13
617,17,heavy-metal,Mikasa,3WERezDCiZxIDfghCax9uJ,https://p.scdn.co/mp3-preview/9e123820bdd9bd2e2d93dcc0886132f3b852d665?cid=577c3414ccf54576a289735f10e3ee13
619,19,heavy-metal,One Man Army,0abHvyyQu4s82Vzq4z5vLI,https://p.scdn.co/mp3-preview/e20288c6d4e10aaff81a5a2c716b4f269a3f124c?cid=577c3414ccf54576a289735f10e3ee13
621,21,heavy-metal,Walk,7fcfNW0XxTWlwVlftzfDOR,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=577c3414ccf54576a289735f10e3ee13
625,25,heavy-metal,Into the Everblack,3lQMzffAEj7NnJLL6T0Y62,https://p.scdn.co/mp3-preview/11da6911c85dacddc2bf6f7439b570c9c5b2c360?cid=577c3414ccf54576a289735f10e3ee13
627,27,heavy-metal,Warrior Without a War,0eP2ovLkpUu4opXgGNtwoE,https://p.scdn.co/mp3-preview/2fd36ac73af3ccb03886efa6914816c37bcee816?cid=577c3414ccf54576a289735f10e3ee13
629,29,heavy-metal,We Drink Your Blood,3pWvRhml43vlUrGYlIzLM6,https://p.scdn.co/mp3-preview/70d6dc58de975943ac64fdb97c7f6d13b4889669?cid=577c3414ccf54576a289735f10e3ee13
631,31,heavy-metal,Blood of Heroes,4qgDlkfqsbZ0q5tOSp0nqE,https://p.scdn.co/mp3-preview/89ed35f1c462acd4a20730710e713470a98427fb?cid=577c3414ccf54576a289735f10e3ee13
633,33,heavy-metal,Wild Eyes,4G8EhnfKvBQVlOJ4xXCHpQ,https://p.scdn.co/mp3-preview/e63650da75adb6ad249925a2b6314c451e27fd39?cid=577c3414ccf54576a289735f10e3ee13
636,36,heavy-metal,Clouds Over California,21WIpZXepY9HA7NDwYiNaM,https://p.scdn.co/mp3-preview/f762b81ed32885cb006979531e725b8422c7614e?cid=577c3414ccf54576a289735f10e3ee13
